Date,Open,High,Low,Close,Adj Close,Volume
2022-08-19,4340.000000,4340.000000,4300.000000,4300.000000,4046.212158,84552100
2022-08-22,4320.000000,4330.000000,4270.000000,4270.000000,4017.982910,121124400
2022-08-23,4260.000000,4310.000000,4260.000000,4300.000000,4046.212158,107799500
2022-08-24,4300.000000,4330.000000,4280.000000,4290.000000,4036.802490,75055900
2022-08-25,4280.000000,4300.000000,4270.000000,4270.000000,4017.982910,117653800
2022-08-26,4280.000000,4290.000000,4270.000000,4270.000000,4017.982910,87375200
2022-08-29,4250.000000,4270.000000,4220.000000,4250.000000,3999.163574,88409800
2022-08-30,4250.000000,4300.000000,4250.000000,4260.000000,4008.573242,157219500
2022-08-31,4250.000000,4350.000000,4240.000000,4340.000000,4083.851807,191475700
2022-09-01,4320.000000,4390.000000,4310.000000,4390.000000,4130.900879,139929300
2022-09-02,4410.000000,4450.000000,4380.000000,4450.000000,4187.359375,220616600
2022-09-05,4430.000000,4600.000000,4420.000000,4590.000000,4319.096191,261126600
2022-09-06,4670.000000,4690.000000,4550.000000,4560.000000,4290.867188,188042700
2022-09-07,4510.000000,4550.000000,4460.000000,4460.000000,4196.769531,231936700
2022-09-08,4480.000000,4620.000000,4480.000000,4600.000000,4328.506348,250373200
2022-09-09,4640.000000,4640.000000,4570.000000,4610.000000,4337.916016,119286700
2022-09-12,4610.000000,4630.000000,4560.000000,4560.000000,4290.867188,97988000
2022-09-13,4560.000000,4640.000000,4560.000000,4580.000000,4309.687012,141828800
2022-09-14,4520.000000,4610.000000,4510.000000,4580.000000,4309.687012,149960600
2022-09-15,4600.000000,4700.000000,4590.000000,4610.000000,4337.916016,295664100
2022-09-16,4610.000000,4620.000000,4500.000000,4500.000000,4234.408203,282492200
2022-09-19,4520.000000,4600.000000,4500.000000,4570.000000,4300.276855,134432000
2022-09-20,4570.000000,4600.000000,4490.000000,4490.000000,4224.998535,138695500
2022-09-21,4490.000000,4550.000000,4470.000000,4550.000000,4281.457520,159976900
2022-09-22,4500.000000,4580.000000,4500.000000,4560.000000,4290.867188,100425300
2022-09-23,4540.000000,4560.000000,4480.000000,4480.000000,4215.588867,139074000
2022-09-26,4480.000000,4540.000000,4410.000000,4540.000000,4272.047363,280747500
2022-09-27,4500.000000,4550.000000,4480.000000,4530.000000,4262.637695,213704600
2022-09-28,4510.000000,4560.000000,4480.000000,4520.000000,4253.228027,161815300
2022-09-29,4520.000000,4540.000000,4460.000000,4480.000000,4215.588867,169368600
2022-09-30,4450.000000,4510.000000,4410.000000,4490.000000,4224.998535,224229200
2022-10-03,4500.000000,4550.000000,4480.000000,4530.000000,4262.637695,159559600
2022-10-04,4560.000000,4650.000000,4560.000000,4640.000000,4366.145508,256367100
2022-10-05,4660.000000,4660.000000,4540.000000,4540.000000,4272.047363,182246200
2022-10-06,4540.000000,4570.000000,4510.000000,4510.000000,4243.818359,123346200
2022-10-07,4480.000000,4490.000000,4430.000000,4440.000000,4177.949219,133678600
2022-10-10,4420.000000,4430.000000,4340.000000,4370.000000,4112.080566,193923600
2022-10-11,4390.000000,4430.000000,4370.000000,4430.000000,4168.540039,133742200
2022-10-12,4470.000000,4470.000000,4400.000000,4400.000000,4140.310059,128741800
2022-10-13,4390.000000,4420.000000,4350.000000,4350.000000,4093.261230,104269900
2022-10-14,4380.000000,4390.000000,4270.000000,4270.000000,4017.982910,180841100
2022-10-17,4270.000000,4320.000000,4260.000000,4300.000000,4046.212158,145506000
2022-10-18,4280.000000,4340.000000,4280.000000,4290.000000,4036.802490,161444100
2022-10-19,4280.000000,4340.000000,4280.000000,4300.000000,4046.212158,81682300
2022-10-20,4280.000000,4400.000000,4280.000000,4390.000000,4130.900879,149521700
2022-10-21,4360.000000,4460.000000,4360.000000,4430.000000,4168.540039,165052200
2022-10-24,4430.000000,4540.000000,4430.000000,4500.000000,4234.408203,186997700
2022-10-25,4560.000000,4610.000000,4550.000000,4590.000000,4319.096191,233948800
2022-10-26,4600.000000,4610.000000,4500.000000,4530.000000,4262.637695,178298500
2022-10-27,4550.000000,4600.000000,4530.000000,4600.000000,4328.506348,131385300
2022-10-28,4600.000000,4630.000000,4560.000000,4630.000000,4356.735840,227256400
2022-10-31,4630.000000,4680.000000,4630.000000,4650.000000,4375.555176,275184000
2022-11-01,4690.000000,4700.000000,4630.000000,4660.000000,4384.964844,230590200
2022-11-02,4680.000000,4680.000000,4570.000000,4610.000000,4337.916016,163816900
2022-11-03,4630.000000,4660.000000,4590.000000,4650.000000,4375.555176,174423000
2022-11-04,4650.000000,4660.000000,4610.000000,4650.000000,4375.555176,85292300
2022-11-07,4650.000000,4690.000000,4610.000000,4690.000000,4413.194336,112070500
2022-11-08,4690.000000,4690.000000,4610.000000,4620.000000,4347.325684,80916300
2022-11-09,4600.000000,4650.000000,4600.000000,4650.000000,4375.555176,126493900
2022-11-10,4560.000000,4580.000000,4520.000000,4530.000000,4262.637695,196277400
2022-11-11,4620.000000,4650.000000,4590.000000,4650.000000,4375.555176,153238500
2022-11-14,4620.000000,4640.000000,4550.000000,4580.000000,4309.687012,140187600
2022-11-15,4580.000000,4610.000000,4560.000000,4580.000000,4309.687012,87986300
2022-11-16,4590.000000,4610.000000,4490.000000,4520.000000,4253.228027,245789200
2022-11-17,4520.000000,4670.000000,4500.000000,4670.000000,4394.375000,214514600
2022-11-18,4670.000000,4680.000000,4610.000000,4610.000000,4337.916016,105313200
2022-11-21,4620.000000,4630.000000,4560.000000,4590.000000,4319.096191,82279300
2022-11-22,4570.000000,4670.000000,4570.000000,4590.000000,4319.096191,154866000
2022-11-23,4640.000000,4670.000000,4630.000000,4670.000000,4394.375000,147280600
2022-11-24,4700.000000,4740.000000,4670.000000,4720.000000,4441.423828,156735700
2022-11-25,4700.000000,4750.000000,4690.000000,4750.000000,4469.653320,177861100
2022-11-28,4730.000000,4830.000000,4730.000000,4820.000000,4535.521973,214611600
2022-11-29,4820.000000,4860.000000,4790.000000,4850.000000,4563.751465,184916300
2022-11-30,4810.000000,4980.000000,4800.000000,4980.000000,4686.078613,560639800
2022-12-01,5000.000000,5025.000000,4900.000000,4940.000000,4648.439453,267382600
2022-12-02,4900.000000,4930.000000,4860.000000,4890.000000,4601.390137,199981400
2022-12-05,4910.000000,4930.000000,4860.000000,4890.000000,4601.390137,88463000
2022-12-06,4860.000000,4890.000000,4800.000000,4860.000000,4573.160645,151325300
2022-12-07,4840.000000,4840.000000,4740.000000,4760.000000,4479.062988,253330100
2022-12-08,4760.000000,4840.000000,4710.000000,4840.000000,4554.341309,154313900
2022-12-09,4830.000000,4840.000000,4760.000000,4800.000000,4516.702148,203573100
2022-12-12,4800.000000,4850.000000,4760.000000,4850.000000,4563.751465,139582400
2022-12-13,4870.000000,4980.000000,4840.000000,4970.000000,4676.668945,194233200
2022-12-14,5000.000000,5000.000000,4870.000000,4980.000000,4686.078613,201275800
2022-12-15,4900.000000,4940.000000,4880.000000,4910.000000,4620.209961,170702300
2022-12-16,4820.000000,4980.000000,4820.000000,4980.000000,4686.078613,594601900
2022-12-19,4970.000000,4980.000000,4920.000000,4970.000000,4676.668945,82959800
2022-12-20,4930.000000,4970.000000,4890.000000,4910.000000,4620.209961,78671600
2022-12-21,4910.000000,4940.000000,4870.000000,4890.000000,4601.390137,71277800
2022-12-22,4910.000000,4970.000000,4900.000000,4960.000000,4667.258789,87321400
2022-12-23,4920.000000,4940.000000,4880.000000,4880.000000,4591.980469,53350600
2022-12-26,4900.000000,4930.000000,4890.000000,4930.000000,4639.029297,43581100
2022-12-27,4930.000000,4950.000000,4860.000000,4870.000000,4582.570801,74123800
2022-12-28,4870.000000,4880.000000,4810.000000,4820.000000,4535.521973,117912500
2022-12-29,4820.000000,4870.000000,4800.000000,4870.000000,4582.570801,106690700
2022-12-30,4870.000000,4950.000000,4870.000000,4940.000000,4648.439453,182091500
2023-01-02,4910.000000,4920.000000,4820.000000,4870.000000,4582.570801,100200100
2023-01-03,4830.000000,4900.000000,4830.000000,4850.000000,4563.751465,95136500
2023-01-04,4850.000000,4850.000000,4770.000000,4770.000000,4488.472656,188071000
2023-01-05,4750.000000,4760.000000,4570.000000,4640.000000,4366.145508,292142000
2023-01-06,4550.000000,4640.000000,4550.000000,4620.000000,4347.325684,175932000
2023-01-09,4580.000000,4640.000000,4550.000000,4590.000000,4319.096191,166164900
2023-01-10,4550.000000,4570.000000,4410.000000,4430.000000,4220.957031,282510000
2023-01-11,4410.000000,4430.000000,4360.000000,4380.000000,4173.316406,211610100
2023-01-12,4480.000000,4520.000000,4410.000000,4500.000000,4287.653809,210887800
2023-01-13,4510.000000,4530.000000,4420.000000,4480.000000,4268.597656,134592100
2023-01-16,4430.000000,4530.000000,4420.000000,4520.000000,4306.709961,172170900
2023-01-17,4520.000000,4580.000000,4510.000000,4560.000000,4344.822754,150577400
2023-01-18,4560.000000,4620.000000,4560.000000,4600.000000,4382.935059,178026000
2023-01-19,4590.000000,4630.000000,4580.000000,4610.000000,4392.462891,117204100
2023-01-20,4630.000000,4670.000000,4620.000000,4650.000000,4430.575684,116038300
2023-01-24,4660.000000,4680.000000,4590.000000,4620.000000,4401.991211,81964700
2023-01-25,4620.000000,4620.000000,4550.000000,4560.000000,4344.822754,84009300
2023-01-26,4560.000000,4620.000000,4550.000000,4590.000000,4373.406738,113840400
2023-01-27,4600.000000,4680.000000,4600.000000,4640.000000,4421.047363,178282600
2023-01-30,4650.000000,4680.000000,4570.000000,4610.000000,4392.462891,185972400
2023-01-31,4610.000000,4620.000000,4570.000000,4580.000000,4363.878906,280039200
2023-02-01,4630.000000,4690.000000,4620.000000,4680.000000,4459.160156,181849300
2023-02-02,4650.000000,4680.000000,4600.000000,4600.000000,4382.935059,145413400
2023-02-03,4650.000000,4780.000000,4630.000000,4750.000000,4525.856934,198479900
2023-02-06,4780.000000,4810.000000,4680.000000,4740.000000,4516.328613,141366300
2023-02-07,4740.000000,4790.000000,4720.000000,4750.000000,4525.856934,140923100
2023-02-08,4710.000000,4790.000000,4710.000000,4790.000000,4563.969238,168599500
2023-02-09,4790.000000,4840.000000,4770.000000,4810.000000,4583.025391,177400700
2023-02-10,4840.000000,4880.000000,4770.000000,4860.000000,4630.666016,181146600
2023-02-13,4900.000000,4900.000000,4800.000000,4800.000000,4573.497559,144569400
2023-02-14,4820.000000,4870.000000,4810.000000,4870.000000,4640.194336,120995200
2023-02-15,4890.000000,4890.000000,4810.000000,4870.000000,4640.194336,84568100
2023-02-16,4890.000000,4890.000000,4850.000000,4870.000000,4640.194336,69966200
2023-02-17,4890.000000,4890.000000,4830.000000,4880.000000,4649.722168,104019300
2023-02-20,4900.000000,4900.000000,4840.000000,4880.000000,4649.722168,88432500
2023-02-21,4880.000000,4880.000000,4820.000000,4820.000000,4592.553711,59319100
2023-02-22,4790.000000,4810.000000,4730.000000,4760.000000,4535.384766,107327900
2023-02-23,4810.000000,4810.000000,4730.000000,4800.000000,4573.497559,139144500
2023-02-24,4800.000000,4840.000000,4760.000000,4760.000000,4535.384766,46409300
2023-02-27,4780.000000,4810.000000,4760.000000,4810.000000,4583.025391,89918800
2023-02-28,4760.000000,4790.000000,4670.000000,4670.000000,4449.631836,273125500
2023-03-01,4730.000000,4750.000000,4700.000000,4720.000000,4497.272461,115578600
2023-03-02,4750.000000,4780.000000,4720.000000,4780.000000,4554.440918,59377900
2023-03-03,4800.000000,4800.000000,4730.000000,4760.000000,4535.384766,84777000
2023-03-06,4790.000000,4800.000000,4780.000000,4790.000000,4563.969238,78292000
2023-03-07,4770.000000,4850.000000,4770.000000,4840.000000,4611.609863,111953700
2023-03-08,4850.000000,4850.000000,4820.000000,4840.000000,4611.609863,125766100
2023-03-09,4860.000000,4870.000000,4810.000000,4810.000000,4583.025391,79549800
2023-03-10,4820.000000,4830.000000,4800.000000,4820.000000,4592.553711,125140500
2023-03-13,4810.000000,4870.000000,4770.000000,4830.000000,4602.081543,106769300
2023-03-14,4770.000000,4790.000000,4690.000000,4710.000000,4487.744141,192444400
2023-03-15,4760.000000,4770.000000,4700.000000,4700.000000,4478.216309,107761200
2023-03-16,4700.000000,4750.000000,4640.000000,4730.000000,4506.800781,155984500
2023-03-17,4770.000000,4900.000000,4750.000000,4900.000000,4668.778809,267753300
2023-03-20,4840.000000,4880.000000,4820.000000,4880.000000,4649.722168,113829400
2023-03-21,4870.000000,4920.000000,4840.000000,4900.000000,4668.778809,214639300
2023-03-24,4750.000000,4820.000000,4720.000000,4770.000000,4770.000000,266103900
2023-03-27,4750.000000,4790.000000,4720.000000,4740.000000,4740.000000,144925200
2023-03-28,4740.000000,4780.000000,4740.000000,4770.000000,4770.000000,105217100
2023-03-29,4800.000000,4820.000000,4770.000000,4810.000000,4810.000000,141800500
2023-03-30,4810.000000,4810.000000,4740.000000,4750.000000,4750.000000,98847200
2023-03-31,4730.000000,4750.000000,4710.000000,4730.000000,4730.000000,161561800
2023-04-03,4770.000000,4800.000000,4760.000000,4800.000000,4800.000000,133511700
2023-04-04,4800.000000,4820.000000,4760.000000,4820.000000,4820.000000,88097800
2023-04-05,4810.000000,4880.000000,4800.000000,4830.000000,4830.000000,119316500
2023-04-06,4860.000000,4860.000000,4820.000000,4840.000000,4840.000000,88012300
2023-04-10,4860.000000,4860.000000,4820.000000,4860.000000,4860.000000,58886800
2023-04-11,4860.000000,4890.000000,4830.000000,4880.000000,4880.000000,67275600
2023-04-12,4950.000000,4950.000000,4890.000000,4930.000000,4930.000000,194839900
2023-04-13,4950.000000,5000.000000,4930.000000,4980.000000,4980.000000,141279800
2023-04-14,5050.000000,5100.000000,5000.000000,5075.000000,5075.000000,190097200
2023-04-17,5075.000000,5075.000000,4960.000000,4990.000000,4990.000000,121231300
2023-04-18,4990.000000,5025.000000,4950.000000,4950.000000,4950.000000,95747700
2023-04-26,5150.000000,5150.000000,4930.000000,5025.000000,5025.000000,273336000
2023-04-27,4990.000000,5150.000000,4990.000000,5150.000000,5150.000000,125947200
2023-04-28,5175.000000,5275.000000,5100.000000,5100.000000,5100.000000,251912000
2023-05-02,5175.000000,5175.000000,5050.000000,5150.000000,5150.000000,84246100
2023-05-03,5225.000000,5225.000000,5050.000000,5100.000000,5100.000000,183524700
2023-05-04,5150.000000,5175.000000,5075.000000,5150.000000,5150.000000,140482000
2023-05-05,5225.000000,5250.000000,5125.000000,5225.000000,5225.000000,182599600
2023-05-08,5250.000000,5250.000000,5050.000000,5100.000000,5100.000000,107804200
2023-05-09,5050.000000,5125.000000,5025.000000,5125.000000,5125.000000,102987300
2023-05-10,5075.000000,5150.000000,5050.000000,5150.000000,5150.000000,108369600
2023-05-11,5175.000000,5175.000000,5100.000000,5150.000000,5150.000000,85618800
2023-05-12,5100.000000,5175.000000,5100.000000,5150.000000,5150.000000,92625800
2023-05-15,5150.000000,5175.000000,5025.000000,5150.000000,5150.000000,163732600
2023-05-16,5175.000000,5200.000000,5100.000000,5200.000000,5200.000000,73611200
2023-05-17,5250.000000,5250.000000,5175.000000,5200.000000,5200.000000,115834500
2023-05-19,5225.000000,5450.000000,5200.000000,5400.000000,5400.000000,185672200
2023-05-22,5300.000000,5500.000000,5300.000000,5425.000000,5425.000000,162655900
2023-05-23,5475.000000,5600.000000,5475.000000,5500.000000,5500.000000,255251600
2023-05-24,5525.000000,5600.000000,5450.000000,5600.000000,5600.000000,187436100
2023-05-25,5500.000000,5575.000000,5450.000000,5475.000000,5475.000000,224391900
2023-05-26,5425.000000,5600.000000,5425.000000,5600.000000,5600.000000,154003100
2023-05-29,5600.000000,5625.000000,5475.000000,5550.000000,5550.000000,125049100
2023-05-30,5500.000000,5600.000000,5500.000000,5500.000000,5500.000000,67363200
2023-05-31,5575.000000,5575.000000,5375.000000,5575.000000,5575.000000,898453700
2023-06-05,5600.000000,5600.000000,5425.000000,5425.000000,5425.000000,255472600
2023-06-06,5400.000000,5500.000000,5350.000000,5450.000000,5450.000000,92019300
2023-06-07,5475.000000,5475.000000,5350.000000,5400.000000,5400.000000,150377000
2023-06-08,5375.000000,5475.000000,5350.000000,5475.000000,5475.000000,92794100
2023-06-09,5425.000000,5450.000000,5375.000000,5425.000000,5425.000000,77251000
2023-06-12,5400.000000,5400.000000,5375.000000,5400.000000,5400.000000,92314200
2023-06-13,5400.000000,5550.000000,5400.000000,5550.000000,5550.000000,108831400
2023-06-14,0.000000,0.000000,0.000000,5550.000000,5550.000000,0
